,clean_message
2788,"it 's a great tool for entertain , commun , and data management.oh , be sure to use activesync 4.2 for optim data synchron result !"
2789,i ca n't use thi case becaus the smell be disgust .
2790,not what i want .
2791,i own 2 of these case and would order anoth .
2792,great phone .
2793,i buy thi batteri with a coupon from amazon and i 'm veri happi with my purchas .
2794,"the internet access be fine , it the rare instanc that it work ."
2795,perfect for the ps3 .
2796,"five star plu , plu ."
2797,a good qualiti bargain .. i buy thi after i buy a cheapi from big lot that sound aw and peopl on the other end could n't hear me .
2798,$ 50 down the drain .
2799,i tri talk real loud but shout on the telephon get old and i be still tell it be n't great .
2800,"good , work fine ."
2801,for the price thi be a great deal .
2802,"great price , too !"
2803,"if there be a wind , it be complet useless ."
2804,ye it 's shini on front side - and i love it !
2805,do not work .
2806,"at first i think i be grtting a good deal at $ 7.44 , until i plug it into my phone ( v3c razr ) ."
2807,the recept through thi headset be excel .
2808,2 thumb up to thi seller
2809,"i have a verizon lg phone and they work well togeth , good recept and rang that exceed 20 foot line of sight ."
2810,improp descript .... i have to return it .
2811,# 1 it work - # 2 it be comfort .
2812,batteri charge-lif be quit long .
2813,the jabra eargel fit my ear veri well .
2814,batteri have no life .
2815,i check everywher and there be no featur for it which be realli disappoint .
2816,product be exactli a describ .
2817,get a signal when other verizon phone wo n't .
2818,do n't do the job .
2819,i would recommend it .
2820,plan on order from them again and again .
2821,"that be say , for a phone , the camera be veri nice ; mani cool effect to play with , and video be decent as well ."
2822,i have be veri satisfi with thi cell phone from day one .
2823,they keep get good and good ( thi be my third one and i 've have numer palm too ) .
2824,awkward to use and unreli .
2825,the ship time be also veri quick !
2826,not as good a i have hop .
2827,good case ! .
2828,do n't work .
2829,realli good product .
2830,unfortun it do not work .
2831,all three break within two month of use .
2832,dont buy it .
2833,"my father have the v265 , and the batteri be die ."
2834,"howev , the ear pad come off easili and after onli one week i lose one ."
2835,"the call drop , the phone come on and off at will , the screen go black and the bad of all it stop ring intermitt ."
2836,"horribl , horribl protector ."
2837,i do n't like thi nokia either .
2838,"reach for the bottom row be uncomfort , and the send and end key be not where i expect them to be.3 ."
2839,i have buy thi nokia cell phone a few week ago and it be a nightmar .
2840,it would take too long to describ how bad my custom servic experi have be with amazon .
2841,the onli veri disappoint thing be there be no speakerphon ! ! ! !
2842,terribl .. my car will not accept thi cassett .
2843,"product be useless , sinc it do not have enough charg current to charg the 2 cellphon i be plan to use it with ."
2844,it 's not what it say it be .
2845,stay away from the q ! .
2846,use and dirti .
2847,veri unreli servic from t-mobil !
2848,not good enough for the price .
2849,i buy two of them and neither will charg .
2850,it look veri nice .
2851,"thi be an excel tool , especi when pair with your phone 's auto-answ ."
2852,i have read other 's review here but i have n't have ani problem with it .
2853,these product cover up the import light sensor abov the ear outlet .
2854,comfort in my hand .
2855,just do not work .
2856,poor reliabl .
2857,( it work ! )
2858,"if i take a pictur , the batteri drop a bar , and start beep , let me know it die ."
2859,"terribl product , and wast of money !"
2860,last time buy from you .
2861,it be a wast of my money .
2862,so far it have work like a charm .
2863,"i have onli have it for a few week , but so far , so good ."
2864,"but , in ani case , the best part be , you can download these pictur to your laptop use ir , or even send pictur from your laptop to the phone ."
2865,would recommend thi item .
2866,it 's be my choic headset for years.great sound ; good volum ; good nois cancel .
2867,"nice case , feel good in your hand ."
2868,the item receiv be counterfeit .
2869,"just realli good .. so far , probabl the best bt headset i have ever have ."
2870,work fine .
2871,i receiv my headset in good time and be happi with it .
2872,i be veri pleas to see that i could replac my well travl swivel holster for my blackberri flip .
2873,my sister have one also and she love it .
2874,good qualiti .
2875,thi be by far the bad purchas i 've make on amazon .
2876,excel dual-purpos headset .
2877,excel ! .
2878,do not work for listen to music with the cingular 8125 .
2879,"it seem complet secur , both hold on to my belt , and keep the iphon insid ."
2880,"the bottowm line ... anoth worthless , cheap gimmick from sprint ."
2881,have troubl with volum .
2882,the onli good thing be that it fit comfort on small ear .
2883,warn - do not buy ! ! .
2884,"i be pair thi with my iphon , and i could not be happi with it so far ."
2885,"when it open , the batteri connect be break and the devic be turn off ."
2886,"i do n't want the clip go over the top of my ear , caus discomfort ."
2887,best headset ever ! ! ! .
2888,do n't trust their websit and do n't expect ani help support .
2889,it be that loud.glad to say that the plantron 510 maintain a flawless connect to my cell and with no static dure normal use .
2890,the speaker be of low qualiti so a make the ring tone sound veri cheap .
2891,"fit comfort , come with three size of earbud tip ."
2892,excel product for the price .
2893,bad recept .
2894,thi product be veri high qualiti chines crap ! ! ! ! ! !
2895,it be quit comfort in the ear .
2896,great phone .
2897,do n't buy thi product - it fail ! .
2898,everyth about thi product be wrong.first
2899,the pair of the two devic be so easi it bare take a coupl minut befor i start make call with the voic dial featur .
2900,"thi be utterli confus at first , which caus me to lose a coupl of veri , veri import contact ."
2901,terribl phone holder .
2902,the cutout and button be place perfectli .
2903,i love be abl to use one headset for both by land-lin and cell .
2904,problem be that the ear loop be make of weak materi and break easili .
2905,not nearli as good look a the amazon pictur make it look .
2906,"but despit these few flaw , thi case be of except qualiti and well worth the addit cost of own an offici oem product ."
2907,how stupid be that ?
2908,"i can hear while i 'm drive in the car , and usual do n't even have to put it on it 's loud set ."
2909,seller ship quickli and much cheap than the competitor .
2910,"good show , samsung ."
2911,so i buy about 10 of these and save alot of money .
2912,it alway cut out and make a beep beep beep sound then say signal fail .
2913,could n't figur it out
2914,"my phone sound ok ( not great - ok ) , but my wife 's phone be almost total unintellig , she could n't understand a word be say on it ."
2915,so i have to take the batteri out of the phone put it all back togeth and then restart it .
2916,"while i manag to bend the leaf spring back in place , the metal now have enough stress that it will break on the next drop ."
2917,leopard print be wonder wild ! .
2918,work for me .
2919,"saggi , floppi piec of junk ."
2920,much good than the hard plastic case .
2921,it also have a new problem .
2922,happi so far ! .
2923,cool phone .
2924,work good .
2925,motorola final get the voic qualiti of a bluetooth headset right .
2926,it loos connect to the phone even when it be within a coupl foot between the two .
2927,"but it be great , i would realli recommend it"
2928,make it easi to keep up with my bluetooth when i 'm not wear it .
2929,a i say abov .... pretti useless !
2930,never get it ! ! ! ! !
